iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,telefono,email,najunombre,numerosedeprincipal,fecha_corte_REPS
05,Antioquia,05034,ANDES,503404432,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,890980814,SI,AV MEDELLIN NRO. 48-20,5748414343,esehsrgerencia@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05036,ANGELÓPOLIS,503605108,NUEVA EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA,890980959,SI,CL 8 # 7-108,5748421146,eseangel@edatel.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05038,ANGOSTURA,503801538,ESE HOSPITAL SAN RAFAEL,890982183,SI,KRA10 # 16 - 1,"5748645099, 8645319",angohs01@edatel.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05040,ANORÍ,504003261,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI,890982138,SI,CL ZEA,8350803,anorhs@hospitalanori.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05044,ANZA,504405014,ESE HOSPITAL SAN FRANCISCO DE ASIS,890397282,SI,KR 8 # 7-29,8522029,hospitalanza@hospitalanza.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504514003,ATENCIÓN MÉDICA INTEGRAL MIRTIS S.A.S,900805371,,CL 98A # 107 - 52,3206580951-8281806,amirtis.s.a.s@gmail.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504514066,Cardioestudio Zona Franca S.A.S,900728526,,Cra 100 # 43 - 770 LT C 101 Piso 3,8282745,luz.ortiz@cardioestudio.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504507880,centro de diagnostico especializado e.u.,811043405,,KR 99 # 96-35 OF 304 Ed Apartacentro,8280494,centrodiagnos@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504501347,CENTRO DE SALUD DE PRIMER NIVEL-FUNDACIÒN DIOCESANA PARA LA SALUD,811035996,,CL 103 # 95-20,8266851,fundaciondiocesanaparalasalud@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504518392,centro de visualizacion oral cvo S.A.S,901273880,,carrera 104 B #97 A 17 barrio nuevo apartado,3053257484,centrocvo@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504502157,CENTRO DIAGNOSTICO APARTADO CEDA LIMITADA,800005324,,CL 100 # 103 - 26,8280407,cedarxul@edatel.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504516209,CLAUDIA PATRICIA AGUADO QUINTERO S.A.S,900996543,,CLL 102 Nª 98 -11 LC 201,8283619,althaiasalud@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504506160,CLINICA CHINITA S.A.,800123572,,KR 98 # 102 - 11/13/15,8281200 EXTENSION 104,clinicachinita@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504501359,CLINICA DE URABA SA,800058856,NO,DG 99 E # 106 C -56/58/ 84,5748297878,administracion@clinicadeuraba.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504511148,CONSULTORIO DE OPTOMETRIA VEA S.A.S,900337687,,CRA 103 # 99 13,8283029,opticavea@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504513907,CORPORACION IPS CEDISALUD,900467430,,calle 98 # 102 68,8285537 - 8285504,calidad@cedisalud.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504515486,FUNDACION AVIVAR CAD,900986371,,CALLE 95 Nro 100-24,8285959 - 3113103277,secretaria@fundacionavivar.org,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504513218,Fundacion Oportunidad y Vida,900184499,,CL 98 # 104-103,3175133668,oportunidadyvida@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504509933,FUNDACION PARA LA INVESTIGACION Y LA PARTICIPACION SOCIAL FUNIPAS,811045445,NO,CL 106 # 97- 51,5748283210,funipas@yahoo.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504515953,G Y H OPTICAS S.A.S,900958130,,CR 102 # 98-49,8282961,opticamundoapartado@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504511076,GASTROMEDIC S.A.S.,900320195,,KR 98 #106 - 78,8280848,hermesfrancisco1964@live.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504518692,GLOBAL CARE IPS S.A.S,901246529,,Carrera 105 # 94 - 63 Piso 1 Nuevo Apartado,8156971 - 3137681908,direcciongeneral@globalcareips.net,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504511426,INSTITUTO RADIOLÓGICO ORAL DE URABÁ S.A.S.,900199315,,KR 99 # 96 - 35 LC 103,8286887,institutoradiologicooraldeuraba@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504515633,INTEGRAL SALUD SEGURIDAD Y SALUD EN EL TRABAJO DE URABA S.A.S,900989341,,CARRERA 99 NUMERO 97- 16,8282525,isaluduraba@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504509446,INTISALUD IPS S.A.S.,900073356,NO,CL 103 # 97 - 101 - 107,8156915,briseida@intisalud.net,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504513854,IPS REINTEGRAS EN SALUD S.A.S,900783786,,CARRERA 102 No. 103-20,3015557753,ocupacionalkarina15@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504508430,LABORATORIO CITOLÓGICO Y PATOLÓGICO URABÁ S.A.S.,811040808,,CARRERA 100 # 95-07 local 201,8283609/3132506819,laboratorio@labcipau.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504513539,MEDIALCO ZONA FRANCA S.A.S,900577446,,KR 100 CL 43 - 770 ZONA FRANCA LOTE C 1001 PI 3,3207269476,medialcozf@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504514489,MEDICINA EN ACCION I.P.S. COLOMBIA S.A.S,900477658,,CRA 118 # 100 F -53,3004661539,MEDICINAENACCIONAPARTADOR@GMAIL.COM,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504509510,OFTALMOSERVICIOS IPS S.A.S.,811038804,,CARRERA 98 #103-89,8287020,gerencia@clofan.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504511606,OMEGA ODONTOLOGOS MEDICOS ESPECIALIZADOS Y GENERALES ASOCIADOS SAS,900358719,,CL 98 A 105-B-70,8280531/3128211806,omega-sas@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504510977,ORGANIZACIONES DE IMAGENOLOGIA COLOMBIANA O.I.C.S.A.,830009112,,CL 103 # 97-54 LC 103,8289130,oicradiologia@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504510104,ORTOCLINICAS DE URABA S.A.S,900175791,,carrera 100 No. 95 - 12 piso 2,8282004,ramijarama@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504513197,Promotora Clinica Zona Franca de Uraba SAS,900390423,,KR 100 # 43-770 LT C101,548293198,info@clinpanamericana.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504502098,PROSALUD S.A.S.,800091462,NO,CRA 100 # 95-23,8280200/3015574795,gerencia@ipsprosalud.com/ calidad@ipsprosalud.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504508091,SALUD DARIEN I.P.S. S.A.,811045925,,CL 100 # 94 A - 30 / 42,8264050,saluddarien@edatel.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504510259,SONOIMAGENES S.A.S.,900172401,NO,KR 99 #97-18,8281064,sonoimagenesltda@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504508671,UNLAB S.A.S,900021323,NO,CL 103 # 97 80,5748285196,secretaria@unlab.org,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504512253,URAMEDICOS S.A.S.,900497151,,KR 98 # 103-29/37,8156972,uramedicos@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05045,APARTADÓ,504512420,VISION TOTAL S.A.S,830504734,,CALLE 103 # 97- 54 LOCAL 106 SALUD PLAZA BARRIO LA CHINITA,3017674170,visiontotaleu@yahoo.es,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05051,ARBOLETES,505102323,E.S.E. HOSPITAL PEDRO NEL CARDONA,890982134,SI,BARRIO EL DEPORTIVO,948200026,secretaria@esehpncarboletes-antioquia.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05051,ARBOLETES,505112915,PROMOSALUD IPS T&E S.A.S.,900192459,,carrera 30 numero 31-25,3215392270,calidad@promosaludips.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05051,ARBOLETES,505118244,RETINHER S.A.S,900733517,,CL 26 16 - 20 LAS DELICIAS,3205764107,retinhersas@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05055,ARGELIA,505505479,E.S.E. HOSPITAL SAN JULIAN,890981851,SI,calle 31 #32-14,8650025 - 3146182345,gestiondocumentalhsj@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05059,ARMENIA,505905506,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN MARTIN DE PORRES,890982153,SI,CL 11 # 6-69,5748559352,hsmpgerencia@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05079,BARBOSA,507909669,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",811004956,NO,Intercambio Vial El Hatillo Vía Barbosa - FINCA LA QUERIDURA,3146779629-4070009,informacionlaluzmedellin@gmail.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05079,BARBOSA,507904077,ESE HOSPITAL SAN VICENTE DE PAUL,890905193,SI,KR 17 # 10 - 34,5744061341,esebarbosa@une.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05079,BARBOSA,507916048,IMÁGENES ECORAY IPS S.A.S,901062552,,Carrera 15 No 10 30,3148215315,imagenesecoray@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05079,BARBOSA,507909878,IPS CASA DE LA SALUD BARBOSA S.A.S.,900160035,,CL 15 # 13 - 43,4060363,casadelasaludbarbosa@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508804262,INTEGRADOS IPS LTDA.,811013278,NO,CALLE 46 N° 49-146 PISO 1 Y 4 EDIFICIO COTRAFA,5200722,dfinanciera@integradosips.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508811752,B.BRAUN AVITUM S.A.S,900231793,,Diagonal 50A #38-20 Piso No.4 Centro Empresarial Tierragro,6045313 - 3213419828,legalavitum.co@bbraun.com - administracionbello@bbraunavitum.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508805042,DENTOTAL S.A.S,811007847,NO,AK 50 # 50 - 15 OF 317,4442105,dentotal@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508804909,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,800174995,SI,CL 54 N. 56 A 11,4482030,gestiondocumental@esebellosalud.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508805618,ESE HOSPITAL MARCO FIDEL SUAREZ,890985703,SI,CL 44 # 49B-90,4547510,gerencia@hmfs.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508804734,ESE HOSPITAL MENTAL DE ANTIOQUIA,890905166,SI,CALLE 38 No 55-310 BARRIO SANTA ANA,4448330,gerencia@homo.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508810819,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,900226451,NO,AV 34 # 51 - 03,4488980,contactenos@emmsa.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508811315,FARMILENIO DISTRIBUIDORA S.A.S,900276318,,CALLE 50 NO. 52-44,2202734-3185945372,ipsfarmilenio@hotmail.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508811823,Fundación Clinica del Norte,900421895,,Av 38 Dg 59 50,448 12 70,calidad@clinicadelnorte.org,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508818785,HIDENTAL S.A.S.,901348121,,DIAGONAL 55 # 37 - 41 LOCAL 401 B,3492200,gerenciahidental@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508812151,HOLISTICO IPS S.A.S,900490144,,CL 51 # 53 - 21,4517148,pato782002@yahoo.es,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508810323,I.P.S. FISINOVA S.A.S,900217078,NO,KR 51 # 33-29,4444080,gerencia@ipsfisinova.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508811579,INVERSIONES GACAVIT LIMITADA,900375863,,KR 49 # 46 - 03,6050558,gerencia.gacavit@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508811215,IPS Integral Salud Antioquia SAS,900347759,,Calle 49 #52-03 - Barrio:Barrio Central,3206371895,ipsintegralsaludantioquia@gmail.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508808049,IPS PROSPAV-ASOP,800136782,NO,Diagonal 61 A N° 40 A 166,4531105,asopsalud@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508804645,ODONTO G ASOCIADOS S.A.S.,811002691,NO,DG 55 # 35 217 LC 138,4828519,oralcentercalidad@gmail.com,Privada,3,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508813356,ORALIS S.A.S,900678253,,Diagonal 55 37-41 CC Estacion Niquia Local 249,4486671,oralismedellin@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508810748,SALUD MEDILAB SAS,900276399,NO,CL 47 # 48-47,5744570790,smedilab@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05088,BELLO,508810559,URGENCIAS DEL NORTE DE BELLO SAS,900203364,NO,CL 47 # 48 - 37,4528899,urgenciasdelnorte@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05086,BELMIRA,508605507,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL ROSARIO,890982065,SI,KR 19# 19 93,5748674147,gerencia@esehospital-belmira-antioquia.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05091,BETANIA,509104572,ESE HOSPITAL SAN ANTONIO,890981494,SI,CALLE 20 No. 26 -173,548435050,betahs01@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05093,BETULIA,509302371,E.S.E HOSPITAL GERMAN VELEZ GUTIERREZ,890982116,SI,CL 21 # 15 - 20 SALIDA A MEDELLIN,8436085,hospital@esebetulia-antioquia.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05107,BRICEÑO,510702311,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SAGRADO CORAZON,800044320,SI,CL 11 # 8 - 31,8570099,brichs01@edatel.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05113,BURITICÁ,511305596,ESE HOSPITAL SAN ANTONIO,890983843,SI,Calle 8 Nro. 3-56,948527035,hsaburitica@gmail.com - admon.ese@esehospitalsanantonio-buriticá-antioquia.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05120,CÁCERES,512005547,EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABEL LA CATOLICA,890982430,SI,KR 50 # 52-48,8362039,hospitalcaceres@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05125,CAICEDO,512508313,E.S.E. HOSPITAL GUILLERMO GAVIRIA CORREA,800037244,SI,CRA 5 # 3-23,8572123,gerencia@hospitalcaicedo.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05129,CALDAS,512902146,ESE HOSPITAL SAN VICENTE DE PAÚL,890907215,SI,Cra 48 No. 135 Sur - 41,094- 3786301,hospicaldas@esehospicaldas.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05129,CALDAS,512907875,LABORATORIO CLINICO DEL SUR LIMITADA,811040009,NO,CALLE 135 SUR # 48 - 46,2787833,labclinicocaldas@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05129,CALDAS,512902395,POLICLINICO SUR S A,890931976,NO,Carrera 48 #131 Sur - 78,3227161,gerencia@policlinicosur.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05129,CALDAS,512914374,SALUD Y MUJER IPS S. A. S.,900868993,,KR 25A # 1A SUR 45 TO MEDICA CS 1632,3521060,gerenciaipssogos@une.net.co,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05134,CAMPAMENTO,513405930,ESE HOSPITAL LA SAGRADA FAMILIA,890985457,SI,CALLE BOLIVAR No. 15-07,094-8614112,hospitalcampamento@hotmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05138,CAÑASGORDAS,513804914,ESE HOSPITAL SAN CARLOS,890980784,SI,KR 31 # 33 - 140,(4) 856 40 37 856 40 44 856,canahs01@edatel.net.coesehsc@edatel.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05142,CARACOLÍ,514204103,E.S.E. HOSPITAL SAN PIO X,890981266,SI,CL 21# 20-32,8336014,gerencia@esesanpioxcaracoli.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05145,CARAMANTA,514501585,ESE HOSPITAL SAN ANTONIO,890981163,SI,CARRERA 21 BOLIVAR #16-33,3128337704,gerenciaesecaramanta@hotmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05147,CAREPA,514715474,CENTRO FISIOTERAPEUTICO FEDRA ALEXANDRA OSPINA SAS,900614725,,CL 93 # 95a 40 BARRIO MANZANARES EDF YORSOM,8284463,fedraospina@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05147,CAREPA,514706311,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,800227877,SI,CL 70 # 68 - 03,8236548,carehs01@gmail.com,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05147,CAREPA,514716399,SOCIEDAD DE MEDICINA INTEGRAL Y DIAGNOSTICO CLINICO SOMEDCLIN S.A.S,901122466,,Carrera 78 # 80 - 43,3103659727,somedclin@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05150,CAROLINA,515004584,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,890906344,SI,CL 52 B # 54-70,8634045,carohs01@edatel.net.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515415510,BIOMED VIDA IPS S.A.S,900595873,,CL 10 # 12-17,3205766277,biomedips@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515411867,cambia tu vida ips sas,900435080,,Calle 10 A No. 26-02,3146667695 8391881,cambiatuvidaips@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515403817,CLINICA PAJONAL S.A.S,811002429,NO,DIAGONAL 2OC N° 12-68 BARRIO PAJONAL,8397700,gerencia@clinicapajonal.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515412667,Conespecialistas IPS SAS,900392077,,CALLE 11 12-10,8391409,conespecialista@outlook.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515402201,ESE HOSPITAL CESAR URIBE PIEDRAHITA,890980757,SI,Carrera 20 # 1A-100 Barrio El Man,8392161,gerencia@hcup.gov.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515416192,I.P.S. SU SALUD INTEGRAL S.A.S.,812002613,,CRA 9 No 23-43 - BARRIO KENEDY,3205111506 - 3136713490 - 8391998,eocupacionalcaucasia@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05154,CAUCASIA,515412737,IPS CLINICA PROVIDENCIA SAS,900577773,,KR 2 # 17 - 75,839 81 20,gerenteipsprovidencia2017@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
